domain,source_mode,run_id,category,region,rank,overall_score,grade,no_pre_consent_trackers,reject_option_available,equal_accept_reject_effort,no_dark_patterns,post_reject_compliance,transparent_information,cmp_detected,dark_pattern_count,pre_consent_tracker_count,total_pre_consent_cookies
3suisses.fr,real_combined,batch-6,e-commerce,FR,62,18.5,F,30,0,0,60,0,20,,1,4,2
6play.fr,real_combined,batch-6,entertainment,FR,68,9.5,F,0,0,0,30,0,50,OneTrust,2,14,6
ada.com,real_combined,batch-6,health,DE,96,34,F,60,0,50,30,0,70,Cookiebot,2,2,3
almalaurea.it,real_combined,batch-6,employment,IT,93,4.5,F,10,0,0,0,0,20,Cookiebot,3,8,6
alternate.de,real_combined,batch-6,e-commerce,DE,11,31,F,60,0,0,60,0,70,Usercentrics,1,2,3
amazon.co.uk,real_combined,batch-6,e-commerce,UK,15,18.5,F,30,0,0,60,0,20,,1,4,10
auswaertiges-amt.de,real_combined,batch-6,government,DE,27,24,F,60,0,0,60,0,0,,1,1,1
bafa.de,real_combined,batch-6,government,DE,76,33.5,F,100,0,0,30,0,40,,2,0,2
bbc.com,real_combined,batch-6,news,UK,10,9,F,0,0,0,60,0,0,TrustArc,1,10,22
br.de,real_combined,batch-6,news,DE,6,16.5,F,30,0,0,60,0,0,,1,5,3
caf.fr,real_combined,batch-6,government,FR,77,26,F,60,0,0,60,0,20,TrustArc,1,2,27
catawiki.com,real_combined,batch-6,marketplace,NL,53,34,F,100,0,0,60,0,0,,1,0,1
chebanca.it,real_combined,batch-6,finance,IT,83,13.5,F,10,0,0,60,0,20,,1,5,22
chili.com,real_combined,batch-6,entertainment,IT,19,14,F,10,0,0,30,0,70,OneTrust,2,9,2
comdirect.de,real_combined,batch-6,finance,DE,81,47,D,100,0,50,30,0,100,,2,0,4
computrabajo.com,real_combined,batch-6,employment,ES,94,16.5,F,30,0,0,60,0,0,,1,3,6
consorsbank.de,real_combined,batch-6,finance,DE,32,21.5,F,60,0,0,30,0,20,,2,1,18
cornell.edu,real_combined,batch-6,education,US,21,9,F,0,0,0,60,0,0,,1,8,8
culturebox.francetvinfo.fr,real_combined,batch-6,entertainment,FR,18,19,F,30,0,0,30,0,70,Didomi,2,4,5
cv-library.co.uk,real_combined,batch-6,employment,UK,42,11.5,F,10,0,0,60,0,0,OneTrust,1,8,5
degiro.nl,real_combined,batch-6,finance,NL,31,7,F,0,0,0,0,0,70,Cookiebot,3,9,2
depop.com,real_combined,batch-6,marketplace,UK,51,11,F,0,0,0,60,0,20,TrustArc,1,24,28
dica33.it,real_combined,batch-6,health,IT,98,11.5,F,10,0,0,60,0,0,Quantcast,1,6,4
docteurclic.com,real_combined,batch-6,health,FR,48,14,F,0,0,0,60,0,50,Didomi,1,30,20
doveecomemicuro.it,real_combined,batch-6,health,IT,49,16.5,F,10,0,0,60,0,50,Quantcast,1,7,5
dplay.it,real_combined,batch-6,entertainment,IT,69,34,F,100,0,0,60,0,0,,1,0,1
durham.ac.uk,real_combined,batch-6,education,UK,72,9,F,0,0,0,60,0,0,,1,27,23
ecologie.gouv.fr,real_combined,batch-6,government,FR,28,84.5,B,100,100,100,100,50,20,TrustArc,0,0,1
elgiganten.se,real_combined,batch-6,e-commerce,SE,64,14,F,10,0,0,30,0,70,Cookiebot,2,9,1
ema.europa.eu,real_combined,batch-6,government,EU,26,37.5,F,100,0,0,30,0,80,OneTrust,2,0,3
essec.edu,real_combined,batch-6,education,FR,74,52.5,D,0,100,100,0,50,100,,4,15,4
finecobank.com,real_combined,batch-6,finance,IT,34,14,F,30,0,0,30,0,20,OneTrust,2,4,4
fortuneo.fr,real_combined,batch-6,finance,FR,33,17,F,30,0,0,30,0,50,,2,5,10
funimation.com,real_combined,batch-6,entertainment,US,16,65,C,10,100,100,100,50,50,OneTrust,0,7,6
glassdoor.de,real_combined,batch-6,employment,DE,91,11.5,F,0,0,0,30,0,70,OneTrust,2,13,25
hayu.com,real_combined,batch-6,entertainment,UK,66,67.5,C,0,100,100,100,50,100,OneTrust,0,13,6
hood.de,real_combined,batch-6,marketplace,DE,54,13.5,F,10,0,0,60,0,20,Usercentrics,1,7,3
ibs.it,real_combined,batch-6,e-commerce,IT,14,29,F,0,0,100,60,0,50,OneTrust,1,18,18
ilfattoquotidiano.it,real_combined,batch-6,news,IT,58,43.5,D,0,100,100,30,0,40,,2,13,6
imaginbank.com,real_combined,batch-6,finance,ES,84,11,F,0,0,0,60,0,20,,1,7,9
insead.edu,real_combined,batch-6,education,FR,24,9,F,0,0,0,60,0,0,,1,13,9
jobijoba.com,real_combined,batch-6,employment,FR,92,65,C,10,100,100,100,50,50,Didomi,0,7,6
kadaster.nl,real_combined,batch-6,government,NL,80,16.5,F,30,0,0,60,0,0,,1,3,11
lastminute.com,real_combined,batch-6,travel,UK,37,52,D,0,100,100,100,0,20,Cookiebot,0,13,16
liligo.com,real_combined,batch-6,travel,FR,87,23.5,F,30,0,0,60,0,70,TrustArc,1,4,10
linkedin.it,real_combined,batch-6,employment,IT,44,67,C,0,100,100,100,100,20,,0,5,13
livi.co.uk,real_combined,batch-6,health,UK,100,16.5,F,30,0,0,60,0,0,TrustArc,1,3,0
logitravel.com,real_combined,batch-6,travel,ES,40,9,F,0,0,0,60,0,0,,1,7,18
mondadoristore.it,real_combined,batch-6,e-commerce,IT,63,11,F,0,0,0,60,0,20,Cookiebot,1,17,15
morgenpost.de,real_combined,batch-6,news,DE,56,16.5,F,30,0,0,60,0,0,Quantcast,1,4,1
nordea.com,real_combined,batch-6,finance,FI,85,18.5,F,30,0,0,60,0,20,Cookiebot,1,4,2
nottingham.ac.uk,real_combined,batch-6,education,UK,22,62.5,C,0,100,100,100,50,50,OneTrust,0,13,3
ok.ru,real_combined,batch-6,social_media,RU,5,6.5,F,0,0,0,30,0,20,,2,14,34
open.online,real_combined,batch-6,news,IT,8,13,F,0,0,0,60,0,40,Quantcast,1,13,5
orange.es,real_combined,batch-6,entertainment,ES,70,59.5,D,0,100,100,100,50,20,OneTrust,0,14,28
overstock.com,real_combined,batch-6,e-commerce,US,2,24,F,60,0,0,60,0,0,,1,1,0
priceminister.com,real_combined,batch-6,e-commerce,FR,13,11.5,F,10,0,0,60,0,0,,1,6,4
primerempleo.com,real_combined,batch-6,employment,ES,45,6.5,F,0,0,0,30,0,20,Cookiebot,2,10,6
qare.fr,real_combined,batch-6,health,FR,97,62.5,C,0,100,100,100,50,50,Cookiebot,0,22,14
qq.com,real_combined,batch-6,social_media,CN,3,13.5,F,10,0,0,60,0,20,,1,6,21
rakuten.tv,real_combined,batch-6,entertainment,EU,20,64.5,C,30,100,100,100,0,70,OneTrust,0,4,1
redaccionmedica.com,real_combined,batch-6,health,ES,50,24,F,60,0,0,60,0,0,Didomi,1,1,2
rfi.fr,real_combined,batch-6,news,FR,7,80.5,B,60,100,100,100,50,80,Didomi,0,1,5
roberthalf.com,real_combined,batch-6,employment,US,95,70,C,10,100,100,100,50,100,OneTrust,0,9,8
rtlplus.de,real_combined,batch-6,entertainment,DE,67,38.5,F,30,0,100,60,0,70,Didomi,1,5,1
rumbo.es,real_combined,batch-6,travel,ES,89,53.5,D,0,100,100,60,50,20,Cookiebot,1,11,16
rxlist.com,real_combined,batch-6,health,US,46,19,F,0,0,50,30,0,70,OneTrust,2,26,28
salesforce.com,real_combined,batch-6,tech,US,1,34,F,100,0,0,60,0,0,,1,0,2
saludemia.com,real_combined,batch-6,health,ES,99,11,F,0,0,0,60,0,20,,1,8,9
skyscanner.de,real_combined,batch-6,travel,DE,86,11.5,F,10,0,0,60,0,0,,1,8,4
stenaline.com,real_combined,batch-6,travel,SE,90,27.5,F,30,0,50,30,0,80,OneTrust,2,4,4
tchibo.de,real_combined,batch-6,e-commerce,DE,61,79.5,B,30,100,100,100,100,70,OneTrust,0,3,10
thesun.co.uk,real_combined,batch-6,news,UK,60,11,F,0,0,0,60,0,20,OneTrust,1,26,22
todocoleccion.net,real_combined,batch-6,marketplace,ES,55,71.5,C,10,100,100,60,100,100,,1,7,5
uchicago.edu,real_combined,batch-6,education,US,71,9,F,0,0,0,60,0,0,,1,10,17
uni-bonn.de,real_combined,batch-6,education,DE,23,34,F,100,0,0,60,0,0,,1,0,3
uni-freiburg.de,real_combined,batch-6,education,DE,73,24,F,60,0,0,60,0,0,,1,1,0
unipd.it,real_combined,batch-6,education,IT,75,2,F,0,0,0,0,0,20,,3,8,14
uniroma1.it,real_combined,batch-6,education,IT,25,18.5,F,30,0,0,60,0,20,TrustArc,1,3,3
verkkokauppa.com,real_combined,batch-6,e-commerce,FI,65,18.5,F,30,0,0,60,0,20,Usercentrics,1,5,4
vestiairecollective.com,real_combined,batch-6,marketplace,FR,52,14,F,0,0,50,30,0,20,TrustArc,2,12,21
volagratis.com,real_combined,batch-6,travel,IT,39,53.5,D,0,100,100,60,50,20,Cookiebot,1,11,15
volagratis.it,real_combined,batch-6,travel,IT,88,53.5,D,0,100,100,60,50,20,Cookiebot,1,12,17
voyages-sncf.com,real_combined,batch-6,travel,FR,38,24,F,60,0,0,60,0,0,,1,2,8
vozpopuli.com,real_combined,batch-6,news,ES,59,17,F,0,0,0,60,0,80,Didomi,1,27,18
ziprecruiter.com,real_combined,batch-6,employment,US,41,16.5,F,30,0,0,60,0,0,,1,4,5
aferry.com,real_combined,batch-7,travel,UK,40,8.5,F,0,0,0,30,0,40,TrustArc,2,8,11
assurance-maladie.fr,real_combined,batch-7,health,FR,97,54.5,D,10,100,100,100,0,20,TrustArc,0,6,4
autoscout24.de,real_combined,batch-7,marketplace,DE,55,11,F,0,0,0,60,0,20,Cookiebot,1,5,7
auxologico.it,real_combined,batch-7,health,IT,49,63,C,10,100,100,100,50,30,TrustArc,0,7,2
baltictravel.com,real_combined,batch-7,travel,LV,86,11,F,0,0,0,60,0,20,,1,4,25
bancobpm.it,real_combined,batch-7,finance,IT,33,13.5,F,10,0,0,60,0,20,Quantcast,1,6,6
barmer.de,real_combined,batch-7,health,DE,47,43,D,60,0,100,60,0,40,,1,2,22
bricomart.es,real_combined,batch-7,e-commerce,ES,64,24,F,60,0,0,60,0,0,,1,2,1
busbud.com,real_combined,batch-7,travel,CA,37,11,F,0,0,0,60,0,20,OneTrust,1,14,13
cbs.gov.il,real_combined,batch-7,government,IL,80,13.5,F,10,0,0,60,0,20,,1,8,14
cdc.gov,real_combined,batch-7,government,US,26,16.5,F,30,0,0,60,0,0,,1,3,4
cdon.com,real_combined,batch-7,e-commerce,SE,11,13.5,F,10,0,0,60,0,20,Didomi,1,8,4
cvbankas.lt,real_combined,batch-7,employment,LT,91,11,F,0,0,0,60,0,20,Quantcast,1,20,16
cvkeskus.ee,real_combined,batch-7,employment,EE,92,11,F,0,0,0,60,0,20,OneTrust,1,30,28
cvonline.lv,real_combined,batch-7,employment,LV,94,11,F,0,0,0,60,0,20,TrustArc,1,8,4
destatis.de,real_combined,batch-7,government,DE,76,26,F,60,0,0,60,0,20,,1,1,4
dfds.com,real_combined,batch-7,travel,DK,90,16.5,F,10,0,0,60,0,50,Cookiebot,1,7,2
dgt.es,real_combined,batch-7,government,ES,30,13.5,F,10,0,0,60,0,20,Cookiebot,1,6,3
diariodesevilla.es,real_combined,batch-7,news,ES,9,59.5,D,0,100,100,100,50,20,Quantcast,0,22,17
directferries.com,real_combined,batch-7,travel,UK,39,9,F,0,0,0,60,0,0,TrustArc,1,20,25
dnb.no,real_combined,batch-7,finance,NO,82,26,F,60,0,0,60,0,20,,1,2,16
douyin.com,real_combined,batch-7,social_media,CN,4,11,F,0,0,0,60,0,20,,1,16,29
duke.edu,real_combined,batch-7,education,US,71,11,F,0,0,0,60,0,20,,1,4,11
edhec.edu,real_combined,batch-7,education,FR,24,72,C,0,100,100,100,100,70,TrustArc,0,11,5
elkjop.no,real_combined,batch-7,e-commerce,NO,12,14,F,10,0,0,30,0,70,Cookiebot,2,9,1
emploi-store.fr,real_combined,batch-7,employment,FR,43,18.5,F,30,0,0,60,0,20,,1,5,9
erste.at,real_combined,batch-7,finance,AT,85,59.5,D,30,100,100,100,0,20,,0,4,6
exeter.ac.uk,real_combined,batch-7,education,UK,72,65,C,10,100,100,100,50,50,OneTrust,0,9,9
fisterra.com,real_combined,batch-7,health,ES,99,17,F,0,0,50,30,0,50,OneTrust,2,6,14
flixole.com,real_combined,batch-7,entertainment,ES,20,59.5,D,0,100,100,100,50,20,,0,27,15
franceinter.fr,real_combined,batch-7,news,FR,57,62.5,C,0,100,100,100,50,50,Didomi,0,10,4
francetvinfo.fr,real_combined,batch-7,news,FR,7,11.5,F,0,0,0,30,0,70,Quantcast,2,14,7
gamma.nl,real_combined,batch-7,e-commerce,NL,65,56,D,10,100,100,60,50,20,OneTrust,1,8,17
getbybus.com,real_combined,batch-7,travel,HR,36,53.5,D,0,100,100,60,50,20,TrustArc,1,13,20
gigantti.fi,real_combined,batch-7,e-commerce,FI,14,14,F,10,0,0,30,0,70,Cookiebot,2,9,1
handelsbanken.se,real_combined,batch-7,finance,SE,35,36,F,100,0,0,60,0,20,Cookiebot,1,0,0
huffingtonpost.it,real_combined,batch-7,news,IT,8,52,D,0,100,100,100,0,20,,0,20,15
ibm.com,real_combined,batch-7,tech,US,1,17,F,0,0,50,30,0,50,Cookiebot,2,11,21
impots.gouv.fr,real_combined,batch-7,government,FR,28,34,F,100,0,0,60,0,0,TrustArc,1,0,1
ine.es,real_combined,batch-7,government,ES,79,13.5,F,10,0,0,60,0,20,,1,3,12
infinity.it,real_combined,batch-7,entertainment,IT,19,16.5,F,30,0,0,60,0,0,,1,2,2
infoempleo.com,real_combined,batch-7,employment,ES,45,8.5,F,0,0,0,30,0,40,OneTrust,2,12,4
insee.fr,real_combined,batch-7,government,FR,77,24,F,60,0,0,60,0,0,,1,1,3
jyske.dk,real_combined,batch-7,finance,DK,83,27.5,F,60,0,0,30,0,80,Cookiebot,2,2,2
kakao.com,real_combined,batch-7,social_media,KR,3,11.5,F,10,0,0,60,0,0,,1,7,11
kijiji.ca,real_combined,batch-7,marketplace,CA,53,42,D,0,100,100,0,0,70,Quantcast,3,34,26
lcl.fr,real_combined,batch-7,finance,FR,32,62,C,10,100,100,100,50,20,,0,7,8
letgo.com,real_combined,batch-7,marketplace,US,52,34,F,100,0,0,60,0,0,,1,0,0
manomano.fr,real_combined,batch-7,e-commerce,FR,62,14,F,10,0,0,30,0,70,Cookiebot,2,8,9
mercari.com,real_combined,batch-7,marketplace,JP,51,9,F,0,0,0,60,0,0,TrustArc,1,21,19
mobile.de,real_combined,batch-7,marketplace,DE,54,24,F,60,0,0,60,0,0,,1,1,0
mubi.com,real_combined,batch-7,entertainment,UK,66,59,D,10,100,100,60,50,50,Cookiebot,1,8,12
mycanal.fr,real_combined,batch-7,entertainment,FR,18,24,F,60,0,0,60,0,0,,1,1,1
nettdoktor.no,real_combined,batch-7,health,NO,100,16.5,F,30,0,0,60,0,0,,1,2,3
newegg.com,real_combined,batch-7,e-commerce,US,2,54,D,0,100,100,60,0,100,OneTrust,1,26,41
northwestern.edu,real_combined,batch-7,education,US,21,63.5,C,10,100,100,60,100,20,TrustArc,1,9,5
polferries.pl,real_combined,batch-7,travel,PL,89,13.5,F,10,0,0,60,0,20,,1,6,5
power.dk,real_combined,batch-7,e-commerce,DK,13,12.5,F,0,0,0,30,0,80,Cookiebot,2,12,3
profesia.sk,real_combined,batch-7,employment,SK,93,13.5,F,10,0,0,60,0,20,Cookiebot,1,9,5
quironsalud.es,real_combined,batch-7,health,ES,50,24,F,60,0,0,60,0,0,,1,1,7
radiofrance.fr,real_combined,batch-7,entertainment,FR,68,65,C,10,100,100,100,50,50,Didomi,0,7,3
rp-online.de,real_combined,batch-7,news,DE,6,11,F,0,0,0,60,0,20,,1,12,6
s1jobs.com,real_combined,batch-7,employment,UK,42,9,F,0,0,0,60,0,0,TrustArc,1,48,47
skytg24.it,real_combined,batch-7,news,IT,58,11,F,0,0,0,60,0,20,Quantcast,1,12,22
snagajob.com,real_combined,batch-7,employment,US,41,16.5,F,30,0,0,60,0,0,,1,3,1
st-andrews.ac.uk,real_combined,batch-7,education,UK,22,34,F,100,0,0,60,0,0,,1,0,0
standard.co.uk,real_combined,batch-7,news,UK,10,16.5,F,30,0,0,60,0,0,,1,5,2
strava.com,real_combined,batch-7,social_media,US,5,64,C,10,100,100,60,50,100,OneTrust,1,8,5
swedbank.se,real_combined,batch-7,finance,SE,81,18.5,F,30,0,0,60,0,20,Cookiebot,1,5,2
tallink.com,real_combined,batch-7,travel,EE,87,44,D,60,0,100,60,0,50,Cookiebot,1,1,5
tele5.de,real_combined,batch-7,entertainment,DE,67,19,F,0,0,50,30,0,70,OneTrust,2,11,1
tk.de,real_combined,batch-7,health,DE,96,36,F,100,0,0,60,0,20,TrustArc,1,0,5
toggo.de,real_combined,batch-7,entertainment,DE,17,9,F,0,0,0,60,0,0,,1,11,1
uni-hamburg.de,real_combined,batch-7,education,DE,73,26,F,60,0,0,60,0,20,,1,2,2
uni-koeln.de,real_combined,batch-7,education,DE,23,36,F,100,0,0,60,0,20,,1,0,0
unige.it,real_combined,batch-7,education,IT,75,26,F,60,0,0,60,0,20,TrustArc,1,2,0
univ-lyon1.fr,real_combined,batch-7,education,FR,74,47,D,10,100,100,30,0,50,,2,7,10
verywellhealth.com,real_combined,batch-7,health,US,46,16.5,F,30,0,0,60,0,0,,1,3,1
vidal.fr,real_combined,batch-7,health,FR,48,18.5,F,30,0,0,60,0,20,Didomi,1,5,6
viking.de,real_combined,batch-7,e-commerce,DE,61,34,F,100,0,0,60,0,0,,1,0,0
vikingline.com,real_combined,batch-7,travel,FI,88,24,F,60,0,0,60,0,0,,1,1,6
wdr.de,real_combined,batch-7,news,DE,56,16.5,F,30,0,0,60,0,0,,1,3,3
zoll.de,real_combined,batch-7,government,DE,27,26,F,60,0,0,60,0,20,,1,1,3
ademe.fr,real_combined,batch-8,government,FR,28,26,F,60,0,0,60,0,20,,1,2,4
aktia.fi,real_combined,batch-8,finance,FI,83,11,F,0,0,0,60,0,20,Cookiebot,1,12,5
aok.de,real_combined,batch-8,health,DE,96,36,F,100,0,0,60,0,20,,1,0,3
arriva.nl,real_combined,batch-8,travel,NL,89,16.5,F,30,0,0,60,0,0,,1,4,3
azerty.nl,real_combined,batch-8,e-commerce,NL,14,14.5,F,30,0,0,0,0,70,Cookiebot,3,4,4
badoo.com,real_combined,batch-8,social_media,EU,5,11.5,F,10,0,0,60,0,0,,1,6,6
bamf.de,real_combined,batch-8,government,DE,76,38,F,100,0,0,60,0,40,,1,0,5
bath.ac.uk,real_combined,batch-8,education,UK,22,62,C,10,100,100,60,50,80,TrustArc,1,10,3
bcee.lu,real_combined,batch-8,finance,LU,85,18.5,F,30,0,0,60,0,20,TrustArc,1,3,10
bgl.lu,real_combined,batch-8,finance,LU,84,54.5,D,10,100,100,100,0,20,OneTrust,0,5,16
breuninger.com,real_combined,batch-8,e-commerce,DE,61,38.5,F,30,0,100,60,0,70,OneTrust,1,3,9
careerjet.com,real_combined,batch-8,employment,UK,95,9,F,10,0,0,30,0,20,,2,5,7
cisco.com,real_combined,batch-8,tech,US,1,65.5,C,0,100,100,100,50,80,OneTrust,0,14,5
clubhouse.com,real_combined,batch-8,social_media,US,4,13.5,F,10,0,0,60,0,20,,1,6,4
cnam.fr,real_combined,batch-8,health,FR,97,26,F,60,0,0,60,0,20,,1,1,3
cwjobs.co.uk,real_combined,batch-8,employment,UK,42,17.5,F,0,0,50,0,0,100,Cookiebot,3,12,10
cyberport.de,real_combined,batch-8,e-commerce,DE,15,38.5,F,30,0,100,60,0,70,TrustArc,1,4,7
dak.de,real_combined,batch-8,health,DE,47,26.5,F,60,0,0,30,0,70,Usercentrics,2,1,4
danskebank.dk,real_combined,batch-8,finance,DK,81,26,F,60,0,0,60,0,20,OneTrust,1,1,4
deejay.it,real_combined,batch-8,entertainment,IT,19,6.5,F,0,0,0,30,0,20,,2,22,15
em-lyon.com,real_combined,batch-8,education,FR,74,32,F,0,0,100,60,0,80,TrustArc,1,10,10
eurekasante.fr,real_combined,batch-8,health,FR,48,13.5,F,10,0,0,60,0,20,Didomi,1,6,6
europe1.fr,real_combined,batch-8,news,FR,7,15,F,30,0,0,30,0,30,Didomi,2,5,5
expertini.com,real_combined,batch-8,employment,EU,92,11,F,0,0,0,60,0,20,TrustArc,1,10,9
flix.com,real_combined,batch-8,travel,DE,90,11.5,F,10,0,0,60,0,0,Usercentrics,1,7,9
galerieslafayette.com,real_combined,batch-8,e-commerce,FR,62,24,F,60,0,0,60,0,0,,1,2,1
georgetown.edu,real_combined,batch-8,education,US,71,9,F,0,0,0,60,0,0,,1,13,12
glassdoor.co.uk,real_combined,batch-8,employment,UK,91,12,F,10,0,0,30,0,50,OneTrust,2,8,17
goodrx.com,real_combined,batch-8,health,US,46,34,F,100,0,0,60,0,0,,1,0,6
grailed.com,real_combined,batch-8,marketplace,US,54,9,F,0,0,0,60,0,0,,1,17,9
heraldo.es,real_combined,batch-8,news,ES,59,52,D,0,100,100,100,0,20,Didomi,0,23,8
hessenschau.de,real_combined,batch-8,news,DE,56,24,F,60,0,0,60,0,0,,1,2,3
hostelworld.com,real_combined,batch-8,travel,IE,36,19.5,F,10,0,0,60,0,80,TrustArc,1,8,7
hrs.de,real_combined,batch-8,travel,DE,38,18.5,F,10,0,50,30,0,40,OneTrust,2,10,2
imt.fr,real_combined,batch-8,education,FR,24,19,F,30,0,0,30,0,70,,2,5,1
ind.nl,real_combined,batch-8,government,NL,80,24,F,60,0,0,60,0,0,TrustArc,1,2,7
indeed.de,real_combined,batch-8,employment,DE,44,56.5,D,10,100,100,100,0,40,OneTrust,0,6,14
indeed.es,real_combined,batch-8,employment,ES,45,48.5,D,10,100,100,60,0,20,OneTrust,1,6,14
indeed.fr,real_combined,batch-8,employment,FR,43,65,C,10,100,100,100,50,50,OneTrust,0,8,13
infosalus.com,real_combined,batch-8,health,ES,50,13.5,F,10,0,0,60,0,20,Quantcast,1,8,3
issalute.it,real_combined,batch-8,health,IT,49,13.5,F,10,0,0,60,0,20,Cookiebot,1,6,5
jimms.fi,real_combined,batch-8,e-commerce,FI,13,16.5,F,30,0,0,60,0,0,TrustArc,1,5,7
jooble.org,real_combined,batch-8,employment,UA,94,24,F,60,0,0,60,0,0,,1,2,1
kakaotalk.com,real_combined,batch-8,social_media,KR,3,9,F,0,0,0,60,0,0,,1,9,12
lainformacion.com,real_combined,batch-8,news,ES,9,34,F,100,0,0,60,0,0,,1,0,0
leeds.ac.uk,real_combined,batch-8,education,UK,72,18.5,F,30,0,0,60,0,20,,1,3,2
leggo.it,real_combined,batch-8,news,IT,58,6.5,F,0,0,0,30,0,20,TrustArc,2,12,3
lottiefiles.com,real_combined,batch-8,marketplace,EU,55,51,D,0,100,100,60,0,70,TrustArc,1,18,17
macys.com,real_combined,batch-8,e-commerce,US,2,34,F,100,0,0,60,0,0,,1,0,3
midilibre.fr,real_combined,batch-8,news,FR,57,13.5,F,10,0,0,60,0,20,Didomi,1,9,4
minambiente.it,real_combined,batch-8,government,IT,29,24,F,60,0,0,60,0,0,Cookiebot,1,2,0
miteco.gob.es,real_combined,batch-8,government,ES,30,13.5,F,10,0,0,60,0,20,,1,9,0
movistarplus.es,real_combined,batch-8,entertainment,ES,20,59.5,D,0,100,100,100,50,20,OneTrust,0,14,10
ndr.de,real_combined,batch-8,news,DE,6,24,F,60,0,0,60,0,0,,1,2,3
nih.gov,real_combined,batch-8,government,US,26,11,F,0,0,0,60,0,20,TrustArc,1,7,5
now.it,real_combined,batch-8,entertainment,IT,69,24,F,60,0,0,60,0,0,,1,1,0
ocs.fr,real_combined,batch-8,entertainment,FR,68,24,F,60,0,0,60,0,0,,1,1,1
ofpra.gouv.fr,real_combined,batch-8,government,FR,77,47.5,D,30,100,100,0,0,50,TrustArc,3,5,3
politico.com,real_combined,batch-8,news,US,60,7.5,F,0,0,0,30,0,30,,2,45,36
poshmark.com,real_combined,batch-8,marketplace,US,51,9,F,0,0,0,60,0,0,,1,26,25
proshop.dk,real_combined,batch-8,e-commerce,DK,12,16.5,F,30,0,0,60,0,0,Cookiebot,1,3,2
questure.poliziadistato.it,real_combined,batch-8,government,IT,78,11,F,0,0,0,60,0,20,Cookiebot,1,9,6
raiffeisen.at,real_combined,batch-8,finance,AT,31,72,C,30,100,100,100,50,70,OneTrust,0,3,5
rinascente.it,real_combined,batch-8,e-commerce,IT,63,34,F,100,0,0,60,0,0,,1,0,1
seb.se,real_combined,batch-8,finance,SE,35,14,F,30,0,0,30,0,20,OneTrust,2,3,2
seriesyonkis.com,real_combined,batch-8,entertainment,ES,70,11.5,F,10,0,0,60,0,0,,1,5,35
simplyhired.com,real_combined,batch-8,employment,US,41,9,F,0,0,0,60,0,0,OneTrust,1,5,7
sparebank1.no,real_combined,batch-8,finance,NO,82,34,F,100,0,0,60,0,0,,1,0,3
standup.com,real_combined,batch-8,entertainment,US,16,67,C,10,100,100,100,50,70,OneTrust,0,10,3
sundhedsguiden.dk,real_combined,batch-8,health,DK,100,11.5,F,10,0,0,60,0,0,,1,6,2
talent.com,real_combined,batch-8,employment,CA,93,13.5,F,10,0,0,60,0,20,OneTrust,1,7,6
tradeinn.com,real_combined,batch-8,e-commerce,ES,64,21.5,F,10,0,50,30,0,70,OneTrust,2,9,9
trivago.com,real_combined,batch-8,travel,DE,39,24,F,60,0,0,60,0,0,,1,1,0
umweltbundesamt.de,real_combined,batch-8,government,DE,27,34,F,100,0,0,60,0,0,TrustArc,1,0,11
uni-goettingen.de,real_combined,batch-8,education,DE,23,23.5,F,60,0,0,30,0,40,,2,1,1
uni-stuttgart.de,real_combined,batch-8,education,DE,73,36,F,100,0,0,60,0,20,,1,0,1
unicajabanco.com,real_combined,batch-8,finance,ES,34,13.5,F,10,0,0,60,0,20,OneTrust,1,8,4
vide-dressing.com,real_combined,batch-8,marketplace,FR,52,19,F,30,0,0,30,0,70,TrustArc,2,4,6
welt.tv,real_combined,batch-8,entertainment,DE,67,21.5,F,60,0,0,30,0,20,,2,2,7
5miles.com,real_combined,batch-9,marketplace,US,52,34,F,100,0,0,60,0,0,,1,0,0
aifa.gov.it,real_combined,batch-9,government,IT,29,13.5,F,10,0,0,60,0,20,,1,9,15
amtrak.com,real_combined,batch-9,travel,US,38,17,F,0,0,50,30,0,50,OneTrust,2,35,44
ansm.sante.fr,real_combined,batch-9,government,FR,28,16.5,F,30,0,0,60,0,0,,1,4,3
argos.co.uk,real_combined,batch-9,e-commerce,UK,65,34,F,100,0,0,60,0,0,,1,0,3
arquia.com,real_combined,batch-9,finance,ES,34,34,F,100,0,0,60,0,0,,1,0,0
bazos.sk,real_combined,batch-9,marketplace,SK,54,18.5,F,30,0,0,60,0,20,Cookiebot,1,2,4
bestjobs.eu,real_combined,batch-9,employment,RO,45,34,F,100,0,0,60,0,0,,1,0,0
bfarm.de,real_combined,batch-9,government,DE,27,34,F,100,0,0,60,0,0,,1,0,2
birmingham.ac.uk,real_combined,batch-9,education,UK,72,24.5,F,30,0,50,30,0,50,,2,5,5
bka.de,real_combined,batch-9,government,DE,76,33.5,F,100,0,0,30,0,40,,2,0,2
blablacar.com,real_combined,batch-9,travel,FR,36,24,F,60,0,0,60,0,0,,1,1,0
bolha.com,real_combined,batch-9,marketplace,SI,53,9,F,0,0,0,60,0,0,,1,5,22
brown.edu,real_combined,batch-9,education,US,71,13.5,F,10,0,0,60,0,20,,1,6,1
carpooling.com,real_combined,batch-9,travel,DE,37,57.5,D,10,100,100,100,0,50,TrustArc,0,7,6
channel4.com,real_combined,batch-9,news,UK,10,34,F,100,0,0,60,0,0,,1,0,1
citadele.lv,real_combined,batch-9,finance,LV,85,18.5,F,30,0,0,60,0,20,,1,4,4
